tweet_user_id,tweet,sentiment
935308117352398848,@United really guys?,1
935307779715321856,Students share how they became interested in #Aviation @LUaviation @District214 Aviation Academy MTs @united for jo… https://t.co/xh0u2iZgGJ,1
935307698740121600,@united thanks for the “Jurassic Park” experience. Where’s @jeffreygoldbIum when you need him?! https://t.co/buKbBMPkbt,1
935306963927388160,"Hey @united, your close-in booking fee is ridiculous. You can take my money to fly tom on a totally open flight or not. Not paying that fee.",1
935306030220759046,Thank you @united for bringing joy &amp; teddy bears to our young patients &amp; their families at @AdvocateKids https://t.co/rXkJHRfOMG,1
935305926856151040,I'm pretty sure that @united has something important to tell me about Basic Economy restrictions. https://t.co/bQLf63y3XG,1
935305473682755584,RT @nonrevnick: Sunsets are pretty awesome around here! @weareunited @united #airbusa320 #rampagent #ramplife #denverinternationalairport h…,1
935305181515911168,"@united Cost to transfer air miles is ridiculous, plus a $30 ‘Processing Fee’ - no thanks. I’m booking with WestJet.",0
935304563107676160,@united Your customer service department has no care or compassion. I'm sick with the flu. I tried to be responsibl… https://t.co/yF2LC8aJm6,0
935304448204820482,Hello San Francisco!! @flysfo Looking good! 😏 @staralliance @united @ San Francisco… https://t.co/8wiWeMLGed,1
935303703254519814,#first and #last time I will ever fly #united @united worst customer service I’ve ever experienced and planes that… https://t.co/FwDcHNwX56,1
935303507162357761,"@united Well, you’re certainly doing that. I’ve gotten four more.",1
935302812719878144,"RT @lufthansa: @osurlosers @Lufthansa_USA @united @Lufthansa_DE I am sorry to hear of this experience. However, I do not have access the bo…",0
935302481130770434,@cydneyjin @united It was like 45 and sunny today lol,1
935302318836215808,"@united United Airlines charges full first class fare then dumps you into boarding group 4 for 2nd flight!
No storage left. Man took my seat",1
935302217162199040,"@osurlosers @Lufthansa_USA @united @Lufthansa_DE I am sorry to hear of this experience. However, I do not have acce… https://t.co/0HLAWUnRYm",0
935301621218795520,@united Still haven’t got a good answer. How do I reach a live person that can make decisions. Promises were made but no follow up action.,1
935301436363165697,@JonAlba @united Where do you see the new NXT women who came up going? #askalba,1
935300919813640192,@CamFAwesome @united Yes! We should Always be extra vigilant with our belongings we’ve worked so hard for! Call Uni… https://t.co/PlP95Zb6ms,0
935299904590708736,Fuck @united. The only airline I've flown where you can't pick your seat or upgrade to a better seat just because I picked economy.,1
935299864359047168,"Someone in the #Newark area, can you confirm this ""bad weather"" @united is claiming? https://t.co/gY3bGMHriB",0
935299349034209281,Fun times on @united https://t.co/TTtgTsKGzn,1
935299347562065920,@united has to be the absolute worst airline with also the worst customer service @Delta I miss you! ✈️,0
935299263621410817,Gotta love the surley service that let's @united down at the IAH gate. Thanks a bunch,1
935299245086789632,@matthewgalloway @united Either many months out or a few days before departure... if there isn't R at booking I usually wait.,1
935299098105843712,@united So sorry that I had a 3 1/2 Hour Delay on Thanksgiving Day....,0
935299036814479360,God! @united flight 1803 now delayed more than 20 minutes after trapping passengers inside of steaming hot tube of… https://t.co/cv69KgSICF,1
935298629354471424,"Never thought I’d say this, but after my Thanksgiving flights from hell with @Delta, so glad to be flying @united at Christmas.",1
935298596655779840,@CamFAwesome @united You should now that they know there's $7k worth of electronics in the bag.,1
935298563097186305,@united Very disappointed on Thanksgiving Day that I flew United with a 3 1/2 hour delay.,0
935298483715739649,"@united do you know when the checking counter at SCL opens? Large line at the counter, but no agents... Thanks! https://t.co/E3MtjUB6ZG",1
935298293999038464,"Dear @united,

Upon boarding, I was forced to check carryon. I didn't wanna be too difficult, because...yah know. I… https://t.co/El6reLotES",0
935298154823667712,"RT @JonAlba: So my @united flight is on a 3+hour delay (and counting), because holiday travel is awesome. So let's do a holiday #AskAlba. A…",1
935297495634186247,"#areyoubasicorextra? Love @united’s new egalitarian, non elitist boarding. https://t.co/Qn7bdE7KD3",1
935297275756244992,@united Flight to Newark on 11/22.  Seats were so small it was an insult that I paid for them.  People are your cus… https://t.co/Vlq8p6oP0K,0
935296875275616256,@united I wish all your captains and crew were as amazing as this Captain Robert Monroe. Him and he crew were just… https://t.co/o19iLfx3oE,1
935296612598996992,"@United just heard there were meal vouchers at gate 11, no @united staff there, walked to new gate and @united they… https://t.co/8zQwrWft0M",1
935296497981169664,@united Why is it that I check in exactly 24 hours before my flight and I get punished for being on time by being a… https://t.co/rCBB7YrXP8,1
935295762078076928,@ManUpForLSU @united Live look at @ManUpForLSU rn 😆 https://t.co/qacUggZFkC,1
935295406950486016,"@united you just told me my flight was delayed by an hour due to ""bad weather"" over the Newark area...unsure what ""… https://t.co/ywypYyde7j",0
935294823048892417,@united Thanks!,1
935294602550087680,"WHY ARE FLIGHTS SO EXPENSIVE.

Give me all your #cybermonday deals, @Delta @united @AmericanAir @FlyFrontier @SouthwestAir",0
935293734463377408,Great Station visit with our JAX team. Providing outstanding service to our Jacksonville International Airport part… https://t.co/K9k2Y0qfe0,1
935292997809434629,"@united you’re the worst (my apologies to you social media team, who are not) https://t.co/WXUpRHS0Vy",0
935292713955667969,@ZachHonig @united Already done. How early do you book to get upgrades to clear? Are the yellow handles still a thi… https://t.co/yyEpJPXEbv,1
935291524937592832,Our GAT Amarillo team with a @united wave. Our partners love us. https://t.co/c9rYlXBzkv,1
935291402212270080,@matthewgalloway @united That's awesome! Congrats!! Here's a full rundown of the perks. First step: enable expert m… https://t.co/kkUh4dT0x2,1
935291273342222336,Our GAT Amarillo team with a @united wave. Our partners love us. https://t.co/l8vdXdELsU,1
935291152403660800,@mattdeis @united Hope the inflight movie was decent at least!,0
935290754523631616,@united your app sucks confimed a seat and 2 minutes later seat was taken by my coworker #welaughed your CS has no… https://t.co/c7nQyU8J7m,0
935290654074093568,@united Apathy??? Your right.... lack of concern #badcustomerservice,1
935289680895139841,"If you're travelling @united Basic Economy, why even bother asking for a better seat at the gate?",1
935289314526859265,RT @united: Trying to decide what to get your favorite #avgeek for the holidays? We’ve got you covered: https://t.co/QRJaAHIl6S #CyberMonda…,1
935287566328324096,@ZachHonig First Time earning @united 1K for ‘18. Any advice for a rookie to maximize status?,1
935287542575980545,Me waiting for @united to respond to my direct message. https://t.co/krQb4wnqSh,1
935287029251891200,NY to Dominican Republic $253 RT Feb #airfare #travel #cheapfares .@united Great fare!!! Gar✈️🏖🌎🦀😃🌴… https://t.co/ikBqPaTmtR,1
935286137496711170,"Thanks, @united for the 10 email notifications about the restrictions on my basic economy ticket. It sucks, I get it. No need to rub it in.",0
935285234056101888,"@united Really? Just going to ignore your customers like that? I literally can't check in to my flight bc of a ""server error""- what do I do?",1
935284928660606976,"@united They are saying it’s a mechanical issue, which means it’s YOUR fault @united , how are you going to make this situation right?",1
935284546311983104,RT @GailCormier: Bad form Best Western. @BestWestern @United canceled my flight and you refuse to cancel my room. 230.00 stolen #BestWester…,1
935284459695374336,@Samahahaha @united pretty much how this whole situation is,1
935284444746874881,@united None of the drop down menu items apply. Unless I missed something.,0
935284036041355265,@united Worst airline ever. They charged me 50 dollars for the same carry on bag I️ brought from Newark to MCO now… https://t.co/VVU8kWy7yx,0
935283729970401281,@united Huge 👍🏻👍🏻👍🏻 to the pilots for making great time in the air and massively cutting back our delay!!! 👏🏻👏🏻👏🏻,1
935283569827680256,@united me and my friend @KEEMSTAR  got moved to ECONOMY when we PAID to be first class,1
935283112644435969,@Lufthansa_USA @united @lufthansa @Lufthansa_DE So apparently there is a glitch between United and Lufthansa’s syst… https://t.co/YnQy4FnEzz,1
935283058432819205,@united Thanks!  Because of your response I used the form and United helped me out!,1
935282809727606785,Worst airline experience ever @united NEVER FLIGHT AGAIN,0
935282386870288385,"Huh. @united delay for almost 6 hours now. Not really reassuring when you hear they're ""Downloading software""… https://t.co/uMe854Me13",0
935281893620240384,That feeling when you get your seat placement right before boarding and you happen to be put into Economy Plus! Tha… https://t.co/tAfyOGRJRY,1
935281215745220608,"@osurlosers @united @lufthansa @Lufthansa_DE Dear Anthony, I am terribly sorry to hear this, but I am afraid I am n… https://t.co/eAlBZywUxf",0
935280508841361415,@united I would recommend a more transparent approach to purchasing/allocating upgrades.  It’s called customer serv… https://t.co/6BtNDDuk6M,1
935280268385992704,RT @ScHoolboyQ: You guys r idiots @united HOW U PUT MY DOG ON THE WRONG FLIGHT???? I need answers,0
935280260735733760,@wcmarkwalls @united #Ridiculous - At what point do airlines exert some common sense? Or has that mile marker already been passed?,0
935279658047811584,@united Seriously?? That’s your response??,0
935279348592136198,"Poor decision @united. Your new #BasicEconomyFare brands your airline as low-budget, rather than a lesser-price opt… https://t.co/Ppdq3d85MH",0
935278184341430274,"RT @united: Morning light, birds in flight. 🌅 ✈️ https://t.co/oJiqsACm0T",1
935277663941529602,@united Nice evening light though @united https://t.co/EBbmToDePm,1
935277613823782912,"@united all I can say is wow! Excellent flight, great service, early arrival into Chicago. Thanks United (and Mothe… https://t.co/nuWUgsuhq5",1
935277573847769088,"@AmericanAir This is nice and all, but it is also something all your competitors say too: @SouthwestAir @united… https://t.co/dIBTPqCaQm",1
935277533565804545,The closest exit may be behind you. @united,0
935277072443875328,RT @CEO: Dear @pepsi and @united: I'm available for hire to save the day... And I'm affordable. Slide in my DMs.,1
935275913192886273,@united They later on did. Cheese was nice but your club does not compare to other lounges. Unless you are outside… https://t.co/WKvJPy6t8O,1
935275301575319552,"@united LGA is and will be a mess for years to come, how about service at JFK or ISP for those of us who live east… https://t.co/p3am4jtUVK",0
935275192577794048,Super choppy weather from SFO to HNL but thank goodness this @united plane is nice!,1
935275057005264896,Surprise - my @united seat is broken.,0
935275052467150855,"@united I’ve literally listened all the way thru NWTS, which was supposed to last me the whole flight.",1
935274321160949762,.@united has had a full plane taxi’d at the gate for AN HOUR.. supposed to leave at 4 and land 520.. it’s 530 and w… https://t.co/0qFANheF4L,1
935273768422985730,Horrible experience with @united ! TWO cancelled flights in two days from DFW-SFO! Was just told I’ll be issued a r… https://t.co/2cDKSi57gn,0
935273654534864898,"@united Yes, I did. The flight itself was just fine. Just a lot of mechanical issues (of various types) that day!",1
935273307162775553,"RT @RachelA_Adler: Hi @united was wondering, what is the likely hood of recovering a lost hard drive that was left on the plane during #Tha…",0
935272988861222913,@jaydeezyyyy @united Might as well just beat me by giving me a 35 minute connection window lol,1
935272895923732480,@united UA555 You can’t control the weather (delay) but you can control stocking the galleys (empty) and Wi-Fi (75+… https://t.co/ZZFInjxvIo,0
935272707628732416,"@united hi something seems wrong with passport check, can you help me ? https://t.co/3YkPPivk1h",0
935272255642316800,I'm heading to Amsterdam to spread the game #a11y message at #ConCon17. Get me there @united https://t.co/4ABEMrqF2E,0
935272244921749511,@united hello! How can I check what free onboard food/ drinks are available? From Brussels to New York!,1
935272099588997128,"Thanks,  @united for letting me know my flight is delayed an hour after it was suppose to leave🙄 https://t.co/mSSnRI6ZHU",1
935272088021151744,"@united I like the new Polaris lounge at O’Hare. Looks slick and modern, comfortable. Food options are pretty good… https://t.co/qLU7C90Hbq",1
935271696084299776,@runmeb @united Very impressive career. 👏🏻🏆,1
935271650567868417,"@united Does ""Fly the FRIENDLY skies"" not apply to customer service on the ground? I've never been treated more rud… https://t.co/fOHNQassFQ",1
935271113625444353,"3 of 3. Home again, home again. 14 years is too long. Thank you @united for getting us home safely. #GoodByeDad… https://t.co/FXcFGH63B8",1
935270985141325824,"@united Kind of a stupid answer @united, I booked months ago and the plane has a similar / same layout, why does this happen?",0
935270981526020097,not sure i'll fly @united again after this.. second time that this has happened to me this year.,1
935270695424032768,@elerianm @ianbremmer @united I'm willing to pay for my dog's seat!,1
935270643381211141,@united @lufthansa @Lufthansa_DE @Lufthansa_USA And your customer no-service wants me to fix the problem. I BEGGED… https://t.co/npWiByyGtj,1
935270485717389312,@united I tried talking to ppl in person and twice on the phone 👎🏼  - there are other choices than Star Alliance for me and our clients.,0
935270059181854721,@united  EPIC FAIL  - HOUSTON U HAVE A PROBLEM which carries over to Newark - fail! HT291261,0
935270022167097344,"@united @lufthansa @Lufthansa_DE @Lufthansa_USA Wife, baby, and I missed a flight due to lap child glitch between U… https://t.co/uFz4MMNeZi",0
935269799143276544,RT @WWE_RefBrian: I love when I can use a Global Upgrade and it goes through😍😍 @united,1
935268996575842304,Homes fixed for four Houston families affected by Hurricane Harvey by #Barrington volunteers. @united flight attend… https://t.co/wJkvlZSKgP,1
935268426586628096,@Bekitah @united Most likely gone for eVah,1
935268261217714177,RT @Bekitah: Shout out to @united for their lack of costumer service and generic email responses. #Worthless https://t.co/VhVRHLd9z2,0
935268030803611648,"Thank you to @United for getting me to Mexico City safely. Now, it's time to find me some tacos 🌮 https://t.co/UZZKjzsu1p",1
935267873722945538,"Hi @united was wondering, what is the likely hood of recovering a lost hard drive that was left on the plane during… https://t.co/JHRlHVD5An",0
935267848502546432,@SeaofBlush @tapairportugal @united Haha. Right? It’s a battle between the worst of the worst,0
935266926846124033,@cscobie_AKAM @united Oops. Good luck.,1
935266838367342592,@united can I get some love? My wife and I are going to the Dominican Republic on Dec. 13th and we are flying Unite… https://t.co/QAc0wVVefq,1
935266293770588160,@united I was. Because the other flight was also delayed.,0
935266127227129856,"@united @united, Any reply? Any assistance is appreciated, I haven't heard a single word from any United Customer service.",1
935265780417159173,"@united Basic Economy, Economy Plus or Economy. Guys let’s come up with a different word to differentiate these seats. Confusing!!!",0
935265134942961664,"@elerianm @united I would love to get some tips on time management, etc from you. I some times struggle with juggli… https://t.co/YIt70dS4U8",1
935265088373772290,@united I would need to write a few paragraphs.  Is there an email?,0
935264925219545094,I love when I can use a Global Upgrade and it goes through😍😍 @united,1
935264476424785920,me watching @united reply to other people on twitter and ignoring my questions https://t.co/zaxQwjB4sG,0
935263913851027456,@united Let’s connect @united to some customer service training this new year huh? All the baggage and bogus fees h… https://t.co/wWGUr3Pq2d,1
935263206385291265,@united So my concerns are a 2 hour delay and a business classseat with economy class legroom. Missed a very import… https://t.co/3xw7RFCQbI,1
935262725084798977,@united - Houston u have a problem..again today.  EPIC FAIL... HT291261-Ive tried verbal communication... Star Alliance is not the only way,0
935262577944399873,"RT @patthemanager: airlines are suppose to help bring families together during the holidays not keep them apart. 

fuck @united airlines.",0
935262467956944896,"@ShimmyRunner I’m late, and so is @united flight 492. 🙄",0
935262341637210113,They have 3 guys working on getting the captains seat installed so that I can board my flight. How many seat fixers… https://t.co/L6tPzIDdZN,1
935260053736689665,"@united Took well over 30 min, as usual.  Why?",0
935258714239569921,@united This ended badly. We should chat.,0
935256584787075073,@elerianm @united awww ... so cute 🐾,1
935256402989342721,RT @united: @LorraineZiff We agree. It's a breathtaking capture. ^MD,1
935254754602631168,"RT @sidneydean: Do not fly @united unless you got all fucking day to spare. 

RT to save a life.",0
935252776690638848,@united When did United Airlines decide it would be a good idea to harass travelers with emotional support pets (in… https://t.co/UWZJgth1WT,1
935252547908046849,@united  HALL OF FAME disastrous day.  Flight turns back to CLE due to engine issues.  UA flies in a new plane with… https://t.co/lL8DexA37p,0
935252302516105217,@Prkomm @united @united very bad,0
935251899623731200,"@United lounge in O’Hare. Same low as anywhere in the US. My pass wasn’t accepted, apparently they expire. Thanks U… https://t.co/beUNp00Ieg",1
935251777632514049,@united Long security line.....no tsa pre or premier line.  Lengthy ladies room line past security.  Limited food o… https://t.co/7UcYax5luj,0
935251448790683652,"Non-stop from New York to the Dominican Republic for only $228 roundtrip with @united.

https://t.co/u254JAzcpz https://t.co/4DFRwEKjyf",1
935251133966225408,"@runmeb @united Lol, every time I see ""TRE,"" I think Trinity Railway Express, since I'm a few hours north of y'all… https://t.co/fAVrLHuSFa",1
935250605169356801,@united We found them. Rep at LGA incredible rude and unapologetic. One bag left to sit on floor for 1.5 hours read… https://t.co/RidzvHM8fw,1
935249977986703361,@united so the incredible shrinking Club at @IAH terminal E and no more moving walkways means not much of an incentive to connect thru IAH.,1
935249301894303744,"@sidneydean @united Thats fucked all the way up , you need the money back for that",0
935249105059643392,".@United 's #CyberMonday award sale to #Hawaii: 36,000 miles round trip. From West and East… https://t.co/dWoyvlezhH https://t.co/XSVVnqwtDQ",0
935249015410536448,"Blah, @united randomly changed my seats, now I'm in the middle seat and not sitting by @themoninja customer service… https://t.co/YNoXLT3ux5",0
935248626493874176,Fly @united if you’re looking for a guaranteed terrible flying experience.,0
935248033352224769,@sidneydean @united How long you been stuck at the airport ?,0
935247746889592832,So @united gives me a flight credit due to the fact that they SUCK. The problem is that I have to fly @united to redeem it. #NoThanks 🖕🏽,1
935247355913289728,@AmericanAir I have a @united hub right here in Denver. Will be glad to take all my business to them if you don’t m… https://t.co/oy3wABfW3W,1
935247270970138624,@Daaanniel @united Reason 7284728294 not to fly @united,1
935246948436549632,@BenjiStawski @united It's really nice!,1
935246841968582657,@united hi i sent a DM regarding my flight tomorrow. would really appreciate it if I could get a response back,1
935246816777572354,@united @jaybaer do you think this is an appropriate initial response from United?,1
935246344180072448,@united it is close to impossible to navigate through your site. I’m being shown prices in Euros. How do I change that to Dollars ?,0
935245413098987520,RT @united: @JustinSoffer Congratulations Justin! We have a little something coming your way to help you and the boys celebrate. Please DM…,0
935244167902646273,"Good job @united. Right after I say I’ll consider flying you more often, you put one bag on an earlier flight and o… https://t.co/AFKgkUn77z",1
935244153918701568,@united lol where are you? https://t.co/6niwionAt4,1
935243913786359808,@united fixed. thx for your response tho.,1
935243600950104064,"Hey @united , this is the worst managed flight I've ever been on. This is about time when customers should be getting refunds.",0
